graph,workload,backend,speedup,repeat,node_count,node,elapsed_seconds,metric,value,unit
speedup,Conversation,xfs,2,1,,,,wall_throughput_gb_per_second,0.779131627484,GB/s
speedup,Conversation,xfs,2,2,,,,max_schedule_lag_seconds,0.378979591837,s
speedup,Conversation,xfs,2,2,,,,read_p99_latency_ms,6.24668989547,ms
speedup,Conversation,xfs,2,2,,,,wall_throughput_gb_per_second,0.799109361522,GB/s
speedup,Conversation,xfs,2,3,,,,max_schedule_lag_seconds,0.369736187158,s
speedup,Conversation,xfs,2,3,,,,read_p99_latency_ms,6.09433160534,ms
speedup,Conversation,xfs,2,3,,,,wall_throughput_gb_per_second,0.81908709556,GB/s
speedup,GAIA,3FS,1,1,,,,max_schedule_lag_seconds,0.0153846153846,s
speedup,GAIA,3FS,1,1,,,,read_p99_latency_ms,2.75010864841,ms
speedup,GAIA,3FS,1,1,,,,wall_throughput_gb_per_second,0.482344772739,GB/s
speedup,GAIA,3FS,1,2,,,,max_schedule_lag_seconds,0.015,s
speedup,GAIA,3FS,1,2,,,,read_p99_latency_ms,2.6813559322,ms
speedup,GAIA,3FS,1,2,,,,wall_throughput_gb_per_second,0.494712587425,GB/s
speedup,GAIA,3FS,1,3,,,,max_schedule_lag_seconds,0.0146341463415,s
speedup,GAIA,3FS,1,3,,,,read_p99_latency_ms,2.61595700703,ms
speedup,GAIA,3FS,1,3,,,,wall_throughput_gb_per_second,0.50708040211,GB/s
speedup,GAIA,3FS,1.25,1,,,,max_schedule_lag_seconds,0.0192307692308,s
speedup,GAIA,3FS,1.25,1,,,,read_p99_latency_ms,2.82920469361,ms
speedup,GAIA,3FS,1.25,1,,,,wall_throughput_gb_per_second,0.584626142542,GB/s
speedup,GAIA,3FS,1.25,2,,,,max_schedule_lag_seconds,0.01875,s
speedup,GAIA,3FS,1.25,2,,,,read_p99_latency_ms,2.75847457627,ms
speedup,GAIA,3FS,1.25,2,,,,wall_throughput_gb_per_second,0.599616556453,GB/s
speedup,GAIA,3FS,1.25,3,,,,max_schedule_lag_seconds,0.0182926829268,s
speedup,GAIA,3FS,1.25,3,,,,read_p99_latency_ms,2.69119470856,ms
speedup,GAIA,3FS,1.25,3,,,,wall_throughput_gb_per_second,0.614606970364,GB/s
speedup,GAIA,3FS,1.5,1,,,,max_schedule_lag_seconds,0.0230769230769,s
speedup,GAIA,3FS,1.5,1,,,,read_p99_latency_ms,2.90830073881,ms
speedup,GAIA,3FS,1.5,1,,,,wall_throughput_gb_per_second,0.68048932189,GB/s
speedup,GAIA,3FS,1.5,2,,,,max_schedule_lag_seconds,0.0225,s
speedup,GAIA,3FS,1.5,2,,,,read_p99_latency_ms,2.83559322034,ms
speedup,GAIA,3FS,1.5,2,,,,wall_throughput_gb_per_second,0.697937766041,GB/s
speedup,GAIA,3FS,1.5,3,,,,max_schedule_lag_seconds,0.0219512195122,s
speedup,GAIA,3FS,1.5,3,,,,read_p99_latency_ms,2.76643241009,ms
speedup,GAIA,3FS,1.5,3,,,,wall_throughput_gb_per_second,0.715386210192,GB/s
speedup,GAIA,3FS,2,1,,,,max_schedule_lag_seconds,0.0307692307692,s
speedup,GAIA,3FS,2,1,,,,read_p99_latency_ms,3.0664928292,ms
speedup,GAIA,3FS,2,1,,,,wall_throughput_gb_per_second,0.854546811387,GB/s
speedup,GAIA,3FS,2,2,,,,max_schedule_lag_seconds,0.03,s
speedup,GAIA,3FS,2,2,,,,read_p99_latency_ms,2.98983050847,ms
speedup,GAIA,3FS,2,2,,,,wall_throughput_gb_per_second,0.87645826809,GB/s
speedup,GAIA,3FS,2,3,,,,max_schedule_lag_seconds,0.0292682926829,s
speedup,GAIA,3FS,2,3,,,,read_p99_latency_ms,2.91690781315,ms
speedup,GAIA,3FS,2,3,,,,wall_throughput_gb_per_second,0.898369724792,GB/s
speedup,GAIA,pNFS,1,1,,,,max_schedule_lag_seconds,0.0153846153846,s
speedup,GAIA,pNFS,1,1,,,,read_p99_latency_ms,3.24512820513,ms
speedup,GAIA,pNFS,1,1,,,,wall_throughput_gb_per_second,0.461015398666,GB/s
speedup,GAIA,pNFS,1,2,,,,max_schedule_lag_seconds,0.015,s
speedup,GAIA,pNFS,1,2,,,,read_p99_latency_ms,3.164,ms
speedup,GAIA,pNFS,1,2,,,,wall_throughput_gb_per_second,0.472836306324,GB/s
speedup,GAIA,pNFS,1,3,,,,max_schedule_lag_seconds,0.0146341463415,s
speedup,GAIA,pNFS,1,3,,,,read_p99_latency_ms,3.08682926829,ms
speedup,GAIA,pNFS,1,3,,,,wall_throughput_gb_per_second,0.484657213982,GB/s
speedup,GAIA,pNFS,1.25,1,,,,max_schedule_lag_seconds,0.0192307692308,s
speedup,GAIA,pNFS,1.25,1,,,,read_p99_latency_ms,3.33846153846,ms
speedup,GAIA,pNFS,1.25,1,,,,wall_throughput_gb_per_second,0.552909916687,GB/s
speedup,GAIA,pNFS,1.25,2,,,,max_schedule_lag_seconds,0.01875,s
speedup,GAIA,pNFS,1.25,2,,,,read_p99_latency_ms,3.255,ms
speedup,GAIA,pNFS,1.25,2,,,,wall_throughput_gb_per_second,0.567087094038,GB/s
speedup,GAIA,pNFS,1.25,3,,,,max_schedule_lag_seconds,0.0182926829268,s
speedup,GAIA,pNFS,1.25,3,,,,read_p99_latency_ms,3.1756097561,ms
speedup,GAIA,pNFS,1.25,3,,,,wall_throughput_gb_per_second,0.581264271389,GB/s
speedup,GAIA,pNFS,1.5,1,,,,max_schedule_lag_seconds,0.0230769230769,s
speedup,GAIA,pNFS,1.5,1,,,,read_p99_latency_ms,3.43179487179,ms
speedup,GAIA,pNFS,1.5,1,,,,wall_throughput_gb_per_second,0.637009785946,GB/s
speedup,GAIA,pNFS,1.5,2,,,,max_schedule_lag_seconds,0.0225,s
speedup,GAIA,pNFS,1.5,2,,,,read_p99_latency_ms,3.346,ms
speedup,GAIA,pNFS,1.5,2,,,,wall_throughput_gb_per_second,0.653343370201,GB/s
speedup,GAIA,pNFS,1.5,3,,,,max_schedule_lag_seconds,0.0219512195122,s
speedup,GAIA,pNFS,1.5,3,,,,read_p99_latency_ms,3.2643902439,ms
speedup,GAIA,pNFS,1.5,3,,,,wall_throughput_gb_per_second,0.669676954456,GB/s
speedup,GAIA,pNFS,2,1,,,,max_schedule_lag_seconds,0.0548274770497,s
speedup,GAIA,pNFS,2,1,,,,read_p99_latency_ms,3.72836973726,ms
speedup,GAIA,pNFS,2,1,,,,wall_throughput_gb_per_second,0.784414119135,GB/s
speedup,GAIA,pNFS,2,2,,,,max_schedule_lag_seconds,0.0534567901235,s
speedup,GAIA,pNFS,2,2,,,,read_p99_latency_ms,3.63516049383,ms
speedup,GAIA,pNFS,2,2,,,,wall_throughput_gb_per_second,0.804527301676,GB/s
speedup,GAIA,pNFS,2,3,,,,max_schedule_lag_seconds,0.0521529659741,s
speedup,GAIA,pNFS,2,3,,,,read_p99_latency_ms,3.54649804276,ms
speedup,GAIA,pNFS,2,3,,,,wall_throughput_gb_per_second,0.824640484218,GB/s
speedup,GAIA,xfs,1,1,,,,max_schedule_lag_seconds,0.0153846153846,s
speedup,GAIA,xfs,1,1,,,,read_p99_latency_ms,3.95747342089,ms
speedup,GAIA,xfs,1,1,,,,wall_throughput_gb_per_second,0.428108679967,GB/s
speedup,GAIA,xfs,1,2,,,,max_schedule_lag_seconds,0.015,s
speedup,GAIA,xfs,1,2,,,,read_p99_latency_ms,3.85853658537,ms
speedup,GAIA,xfs,1,2,,,,wall_throughput_gb_per_second,0.439085825608,GB/s
speedup,GAIA,xfs,1,3,,,,max_schedule_lag_seconds,0.0146341463415,s
speedup,GAIA,xfs,1,3,,,,read_p99_latency_ms,3.76442593694,ms
speedup,GAIA,xfs,1,3,,,,wall_throughput_gb_per_second,0.450062971248,GB/s
speedup,GAIA,xfs,1.25,1,,,,max_schedule_lag_seconds,0.0192307692308,s
speedup,GAIA,xfs,1.25,1,,,,read_p99_latency_ms,4.0712945591,ms
speedup,GAIA,xfs,1.25,1,,,,wall_throughput_gb_per_second,0.504925356868,GB/s
speedup,GAIA,xfs,1.25,2,,,,max_schedule_lag_seconds,0.01875,s
speedup,GAIA,xfs,1.25,2,,,,read_p99_latency_ms,3.96951219512,ms
speedup,GAIA,xfs,1.25,2,,,,wall_throughput_gb_per_second,0.517872160891,GB/s
speedup,GAIA,xfs,1.25,3,,,,max_schedule_lag_seconds,0.0182926829268,s
speedup,GAIA,xfs,1.25,3,,,,read_p99_latency_ms,3.87269482451,ms
speedup,GAIA,xfs,1.25,3,,,,wall_throughput_gb_per_second,0.530818964913,GB/s
speedup,GAIA,xfs,1.5,1,,,,max_schedule_lag_seconds,0.0330193615908,s
speedup,GAIA,xfs,1.5,1,,,,read_p99_latency_ms,4.24050746002,ms
speedup,GAIA,xfs,1.5,1,,,,wall_throughput_gb_per_second,0.572476067633,GB/s
speedup,GAIA,xfs,1.5,2,,,,max_schedule_lag_seconds,0.032193877551,s
speedup,GAIA,xfs,1.5,2,,,,read_p99_latency_ms,4.13449477352,ms
speedup,GAIA,xfs,1.5,2,,,,wall_throughput_gb_per_second,0.587154941162,GB/s
speedup,GAIA,xfs,1.5,3,,,,max_schedule_lag_seconds,0.0314086610254,s
speedup,GAIA,xfs,1.5,3,,,,read_p99_latency_ms,4.03365343758,ms
speedup,GAIA,xfs,1.5,3,,,,wall_throughput_gb_per_second,0.601833814691,GB/s
speedup,GAIA,xfs,2,1,,,,max_schedule_lag_seconds,0.388697017268,s
speedup,GAIA,xfs,2,1,,,,read_p99_latency_ms,6.40686143125,ms
speedup,GAIA,xfs,2,1,,,,wall_throughput_gb_per_second,0.684115575351,GB/s
speedup,GAIA,xfs,2,2,,,,max_schedule_lag_seconds,0.378979591837,s
speedup,GAIA,xfs,2,2,,,,read_p99_latency_ms,6.24668989547,ms
speedup,GAIA,xfs,2,2,,,,wall_throughput_gb_per_second,0.70165700036,GB/s
speedup,GAIA,xfs,2,3,,,,max_schedule_lag_seconds,0.369736187158,s
speedup,GAIA,xfs,2,3,,,,read_p99_latency_ms,6.09433160534,ms
speedup,GAIA,xfs,2,3,,,,wall_throughput_gb_per_second,0.719198425369,GB/s
speedup,SWE-bench,3FS,1,1,,,,max_schedule_lag_seconds,0.0153846153846,s
speedup,SWE-bench,3FS,1,1,,,,read_p99_latency_ms,2.75010864841,ms
speedup,SWE-bench,3FS,1,1,,,,wall_throughput_gb_per_second,0.830704886384,GB/s
speedup,SWE-bench,3FS,1,2,,,,max_schedule_lag_seconds,0.015,s
speedup,SWE-bench,3FS,1,2,,,,read_p99_latency_ms,2.6813559322,ms
speedup,SWE-bench,3FS,1,2,,,,wall_throughput_gb_per_second,0.852005011676,GB/s
speedup,SWE-bench,3FS,1,3,,,,max_schedule_lag_seconds,0.0146341463415,s
speedup,SWE-bench,3FS,1,3,,,,read_p99_latency_ms,2.61595700703,ms
speedup,SWE-bench,3FS,1,3,,,,wall_throughput_gb_per_second,0.873305136967,GB/s
speedup,SWE-bench,3FS,1.25,1,,,,max_schedule_lag_seconds,0.0192307692308,s
speedup,SWE-bench,3FS,1.25,1,,,,read_p99_latency_ms,2.82920469361,ms
speedup,SWE-bench,3FS,1.25,1,,,,wall_throughput_gb_per_second,1.00685613438,GB/s
speedup,SWE-bench,3FS,1.25,2,,,,max_schedule_lag_seconds,0.01875,s
speedup,SWE-bench,3FS,1.25,2,,,,read_p99_latency_ms,2.75847457627,ms
speedup,SWE-bench,3FS,1.25,2,,,,wall_throughput_gb_per_second,1.03267295834,GB/s
speedup,SWE-bench,3FS,1.25,3,,,,max_schedule_lag_seconds,0.0182926829268,s
speedup,SWE-bench,3FS,1.25,3,,,,read_p99_latency_ms,2.69119470856,ms
speedup,SWE-bench,3FS,1.25,3,,,,wall_throughput_gb_per_second,1.05848978229,GB/s
speedup,SWE-bench,3FS,1.5,1,,,,max_schedule_lag_seconds,0.0230769230769,s
speedup,SWE-bench,3FS,1.5,1,,,,read_p99_latency_ms,2.90830073881,ms
speedup,SWE-bench,3FS,1.5,1,,,,wall_throughput_gb_per_second,1.17195383214,GB/s
speedup,SWE-bench,3FS,1.5,2,,,,max_schedule_lag_seconds,0.0225,s
speedup,SWE-bench,3FS,1.5,2,,,,read_p99_latency_ms,2.83559322034,ms
speedup,SWE-bench,3FS,1.5,2,,,,wall_throughput_gb_per_second,1.2020039304,GB/s
speedup,SWE-bench,3FS,1.5,3,,,,max_schedule_lag_seconds,0.0219512195122,s
speedup,SWE-bench,3FS,1.5,3,,,,read_p99_latency_ms,2.76643241009,ms
speedup,SWE-bench,3FS,1.5,3,,,,wall_throughput_gb_per_second,1.23205402866,GB/s
speedup,SWE-bench,3FS,2,1,,,,max_schedule_lag_seconds,0.0307692307692,s
speedup,SWE-bench,3FS,2,1,,,,read_p99_latency_ms,3.0664928292,ms
speedup,SWE-bench,3FS,2,1,,,,wall_throughput_gb_per_second,1.4717195085,GB/s
speedup,SWE-bench,3FS,2,2,,,,max_schedule_lag_seconds,0.03,s
speedup,SWE-bench,3FS,2,2,,,,read_p99_latency_ms,2.98983050847,ms
speedup,SWE-bench,3FS,2,2,,,,wall_throughput_gb_per_second,1.50945590615,GB/s
speedup,SWE-bench,3FS,2,3,,,,max_schedule_lag_seconds,0.0292682926829,s
speedup,SWE-bench,3FS,2,3,,,,read_p99_latency_ms,2.91690781315,ms
speedup,SWE-bench,3FS,2,3,,,,wall_throughput_gb_per_second,1.54719230381,GB/s
speedup,SWE-bench,pNFS,1,1,,,,max_schedule_lag_seconds,0.0153846153846,s
speedup,SWE-bench,pNFS,1,1,,,,read_p99_latency_ms,3.24512820513,ms
speedup,SWE-bench,pNFS,1,1,,,,wall_throughput_gb_per_second,0.793970964368,GB/s
speedup,SWE-bench,pNFS,1,2,,,,max_schedule_lag_seconds,0.015,s
speedup,SWE-bench,pNFS,1,2,,,,read_p99_latency_ms,3.164,ms
speedup,SWE-bench,pNFS,1,2,,,,wall_throughput_gb_per_second,0.814329194224,GB/s
speedup,SWE-bench,pNFS,1,3,,,,max_schedule_lag_seconds,0.0146341463415,s
speedup,SWE-bench,pNFS,1,3,,,,read_p99_latency_ms,3.08682926829,ms
speedup,SWE-bench,pNFS,1,3,,,,wall_throughput_gb_per_second,0.83468742408,GB/s
speedup,SWE-bench,pNFS,1.25,1,,,,max_schedule_lag_seconds,0.0192307692308,s
speedup,SWE-bench,pNFS,1.25,1,,,,read_p99_latency_ms,3.33846153846,ms
speedup,SWE-bench,pNFS,1.25,1,,,,wall_throughput_gb_per_second,0.952233745406,GB/s
speedup,SWE-bench,pNFS,1.25,2,,,,max_schedule_lag_seconds,0.01875,s
speedup,SWE-bench,pNFS,1.25,2,,,,read_p99_latency_ms,3.255,ms
speedup,SWE-bench,pNFS,1.25,2,,,,wall_throughput_gb_per_second,0.976649995288,GB/s
speedup,SWE-bench,pNFS,1.25,3,,,,max_schedule_lag_seconds,0.0182926829268,s
speedup,SWE-bench,pNFS,1.25,3,,,,read_p99_latency_ms,3.1756097561,ms
speedup,SWE-bench,pNFS,1.25,3,,,,wall_throughput_gb_per_second,1.00106624517,GB/s
speedup,SWE-bench,pNFS,1.5,1,,,,max_schedule_lag_seconds,0.0230769230769,s
speedup,SWE-bench,pNFS,1.5,1,,,,read_p99_latency_ms,3.43179487179,ms
speedup,SWE-bench,pNFS,1.5,1,,,,wall_throughput_gb_per_second,1.09707240913,GB/s
speedup,SWE-bench,pNFS,1.5,2,,,,max_schedule_lag_seconds,0.0225,s
speedup,SWE-bench,pNFS,1.5,2,,,,read_p99_latency_ms,3.346,ms
speedup,SWE-bench,pNFS,1.5,2,,,,wall_throughput_gb_per_second,1.1252024709,GB/s
speedup,SWE-bench,pNFS,1.5,3,,,,max_schedule_lag_seconds,0.0219512195122,s
speedup,SWE-bench,pNFS,1.5,3,,,,read_p99_latency_ms,3.2643902439,ms
speedup,SWE-bench,pNFS,1.5,3,,,,wall_throughput_gb_per_second,1.15333253267,GB/s
speedup,SWE-bench,pNFS,2,1,,,,max_schedule_lag_seconds,0.0548274770497,s
speedup,SWE-bench,pNFS,2,1,,,,read_p99_latency_ms,3.72836973726,ms
speedup,SWE-bench,pNFS,2,1,,,,wall_throughput_gb_per_second,1.3509354274,GB/s
speedup,SWE-bench,pNFS,2,2,,,,max_schedule_lag_seconds,0.0534567901235,s
speedup,SWE-bench,pNFS,2,2,,,,read_p99_latency_ms,3.63516049383,ms
speedup,SWE-bench,pNFS,2,2,,,,wall_throughput_gb_per_second,1.38557479733,GB/s
speedup,SWE-bench,pNFS,2,3,,,,max_schedule_lag_seconds,0.0521529659741,s
speedup,SWE-bench,pNFS,2,3,,,,read_p99_latency_ms,3.54649804276,ms
speedup,SWE-bench,pNFS,2,3,,,,wall_throughput_gb_per_second,1.42021416726,GB/s
speedup,SWE-bench,xfs,1,1,,,,max_schedule_lag_seconds,0.0153846153846,s
speedup,SWE-bench,xfs,1,1,,,,read_p99_latency_ms,3.95747342089,ms
speedup,SWE-bench,xfs,1,1,,,,wall_throughput_gb_per_second,0.737298282166,GB/s
speedup,SWE-bench,xfs,1,2,,,,max_schedule_lag_seconds,0.015,s
speedup,SWE-bench,xfs,1,2,,,,read_p99_latency_ms,3.85853658537,ms
speedup,SWE-bench,xfs,1,2,,,,wall_throughput_gb_per_second,0.756203366324,GB/s
speedup,SWE-bench,xfs,1,3,,,,max_schedule_lag_seconds,0.0146341463415,s
speedup,SWE-bench,xfs,1,3,,,,read_p99_latency_ms,3.76442593694,ms
speedup,SWE-bench,xfs,1,3,,,,wall_throughput_gb_per_second,0.775108450482,GB/s
speedup,SWE-bench,xfs,1.25,1,,,,max_schedule_lag_seconds,0.0192307692308,s
speedup,SWE-bench,xfs,1.25,1,,,,read_p99_latency_ms,4.0712945591,ms
speedup,SWE-bench,xfs,1.25,1,,,,wall_throughput_gb_per_second,0.869593670162,GB/s
speedup,SWE-bench,xfs,1.25,2,,,,max_schedule_lag_seconds,0.01875,s
speedup,SWE-bench,xfs,1.25,2,,,,read_p99_latency_ms,3.96951219512,ms
speedup,SWE-bench,xfs,1.25,2,,,,wall_throughput_gb_per_second,0.891890943756,GB/s
speedup,SWE-bench,xfs,1.25,3,,,,max_schedule_lag_seconds,0.0182926829268,s
speedup,SWE-bench,xfs,1.25,3,,,,read_p99_latency_ms,3.87269482451,ms
speedup,SWE-bench,xfs,1.25,3,,,,wall_throughput_gb_per_second,0.91418821735,GB/s
speedup,SWE-bench,xfs,1.5,1,,,,max_schedule_lag_seconds,0.0330193615908,s
speedup,SWE-bench,xfs,1.5,1,,,,read_p99_latency_ms,4.24050746002,ms
speedup,SWE-bench,xfs,1.5,1,,,,wall_throughput_gb_per_second,0.985931005368,GB/s
speedup,SWE-bench,xfs,1.5,2,,,,max_schedule_lag_seconds,0.032193877551,s
speedup,SWE-bench,xfs,1.5,2,,,,read_p99_latency_ms,4.13449477352,ms
speedup,SWE-bench,xfs,1.5,2,,,,wall_throughput_gb_per_second,1.01121128756,GB/s
speedup,SWE-bench,xfs,1.5,3,,,,max_schedule_lag_seconds,0.0314086610254,s
speedup,SWE-bench,xfs,1.5,3,,,,read_p99_latency_ms,4.03365343758,ms
speedup,SWE-bench,xfs,1.5,3,,,,wall_throughput_gb_per_second,1.03649156975,GB/s
speedup,SWE-bench,xfs,2,1,,,,max_schedule_lag_seconds,0.388697017268,s
speedup,SWE-bench,xfs,2,1,,,,read_p99_latency_ms,6.40686143125,ms
speedup,SWE-bench,xfs,2,1,,,,wall_throughput_gb_per_second,1.17819904644,GB/s
speedup,SWE-bench,xfs,2,2,,,,max_schedule_lag_seconds,0.378979591837,s
speedup,SWE-bench,xfs,2,2,,,,read_p99_latency_ms,6.24668989547,ms
speedup,SWE-bench,xfs,2,2,,,,wall_throughput_gb_per_second,1.2084092784,GB/s
speedup,SWE-bench,xfs,2,3,,,,max_schedule_lag_seconds,0.369736187158,s
speedup,SWE-bench,xfs,2,3,,,,read_p99_latency_ms,6.09433160534,ms
speedup,SWE-bench,xfs,2,3,,,,wall_throughput_gb_per_second,1.23861951036,GB/s
speedup,ToolAgent,3FS,1,1,,,,max_schedule_lag_seconds,0.0153846153846,s
speedup,ToolAgent,3FS,1,1,,,,read_p99_latency_ms,2.75010864841,ms
speedup,ToolAgent,3FS,1,1,,,,wall_throughput_gb_per_second,0.723517159108,GB/s
speedup,ToolAgent,3FS,1,2,,,,max_schedule_lag_seconds,0.015,s
speedup,ToolAgent,3FS,1,2,,,,read_p99_latency_ms,2.6813559322,ms
speedup,ToolAgent,3FS,1,2,,,,wall_throughput_gb_per_second,0.742068881137,GB/s
speedup,ToolAgent,3FS,1,3,,,,max_schedule_lag_seconds,0.0146341463415,s
speedup,ToolAgent,3FS,1,3,,,,read_p99_latency_ms,2.61595700703,ms
speedup,ToolAgent,3FS,1,3,,,,wall_throughput_gb_per_second,0.760620603165,GB/s
speedup,ToolAgent,3FS,1.25,1,,,,max_schedule_lag_seconds,0.0192307692308,s
speedup,ToolAgent,3FS,1.25,1,,,,read_p99_latency_ms,2.82920469361,ms
speedup,ToolAgent,3FS,1.25,1,,,,wall_throughput_gb_per_second,0.876939213813,GB/s
speedup,ToolAgent,3FS,1.25,2,,,,max_schedule_lag_seconds,0.01875,s
speedup,ToolAgent,3FS,1.25,2,,,,read_p99_latency_ms,2.75847457627,ms
speedup,ToolAgent,3FS,1.25,2,,,,wall_throughput_gb_per_second,0.89942483468,GB/s
speedup,ToolAgent,3FS,1.25,3,,,,max_schedule_lag_seconds,0.0182926829268,s
speedup,ToolAgent,3FS,1.25,3,,,,read_p99_latency_ms,2.69119470856,ms
speedup,ToolAgent,3FS,1.25,3,,,,wall_throughput_gb_per_second,0.921910455547,GB/s
speedup,ToolAgent,3FS,1.5,1,,,,max_schedule_lag_seconds,0.0230769230769,s
speedup,ToolAgent,3FS,1.5,1,,,,read_p99_latency_ms,2.90830073881,ms
speedup,ToolAgent,3FS,1.5,1,,,,wall_throughput_gb_per_second,1.02073398283,GB/s
speedup,ToolAgent,3FS,1.5,2,,,,max_schedule_lag_seconds,0.0225,s
speedup,ToolAgent,3FS,1.5,2,,,,read_p99_latency_ms,2.83559322034,ms
speedup,ToolAgent,3FS,1.5,2,,,,wall_throughput_gb_per_second,1.04690664906,GB/s
speedup,ToolAgent,3FS,1.5,3,,,,max_schedule_lag_seconds,0.0219512195122,s
speedup,ToolAgent,3FS,1.5,3,,,,read_p99_latency_ms,2.76643241009,ms
speedup,ToolAgent,3FS,1.5,3,,,,wall_throughput_gb_per_second,1.07307931529,GB/s
speedup,ToolAgent,3FS,2,1,,,,max_schedule_lag_seconds,0.0307692307692,s
speedup,ToolAgent,3FS,2,1,,,,read_p99_latency_ms,3.0664928292,ms
speedup,ToolAgent,3FS,2,1,,,,wall_throughput_gb_per_second,1.28182021708,GB/s
speedup,ToolAgent,3FS,2,2,,,,max_schedule_lag_seconds,0.03,s
speedup,ToolAgent,3FS,2,2,,,,read_p99_latency_ms,2.98983050847,ms
speedup,ToolAgent,3FS,2,2,,,,wall_throughput_gb_per_second,1.31468740213,GB/s
speedup,ToolAgent,3FS,2,3,,,,max_schedule_lag_seconds,0.0292682926829,s
speedup,ToolAgent,3FS,2,3,,,,read_p99_latency_ms,2.91690781315,ms
speedup,ToolAgent,3FS,2,3,,,,wall_throughput_gb_per_second,1.34755458719,GB/s
speedup,ToolAgent,pNFS,1,1,,,,max_schedule_lag_seconds,0.0153846153846,s
speedup,ToolAgent,pNFS,1,1,,,,read_p99_latency_ms,3.24512820513,ms
speedup,ToolAgent,pNFS,1,1,,,,wall_throughput_gb_per_second,0.691523097998,GB/s
speedup,ToolAgent,pNFS,1,2,,,,max_schedule_lag_seconds,0.015,s
speedup,ToolAgent,pNFS,1,2,,,,read_p99_latency_ms,3.164,ms
speedup,ToolAgent,pNFS,1,2,,,,wall_throughput_gb_per_second,0.709254459485,GB/s
speedup,ToolAgent,pNFS,1,3,,,,max_schedule_lag_seconds,0.0146341463415,s
speedup,ToolAgent,pNFS,1,3,,,,read_p99_latency_ms,3.08682926829,ms
speedup,ToolAgent,pNFS,1,3,,,,wall_throughput_gb_per_second,0.726985820973,GB/s
speedup,ToolAgent,pNFS,1.25,1,,,,max_schedule_lag_seconds,0.0192307692308,s
speedup,ToolAgent,pNFS,1.25,1,,,,read_p99_latency_ms,3.33846153846,ms
speedup,ToolAgent,pNFS,1.25,1,,,,wall_throughput_gb_per_second,0.829364875031,GB/s
speedup,ToolAgent,pNFS,1.25,2,,,,max_schedule_lag_seconds,0.01875,s
speedup,ToolAgent,pNFS,1.25,2,,,,read_p99_latency_ms,3.255,ms
speedup,ToolAgent,pNFS,1.25,2,,,,wall_throughput_gb_per_second,0.850630641057,GB/s
speedup,ToolAgent,pNFS,1.25,3,,,,max_schedule_lag_seconds,0.0182926829268,s
speedup,ToolAgent,pNFS,1.25,3,,,,read_p99_latency_ms,3.1756097561,ms
speedup,ToolAgent,pNFS,1.25,3,,,,wall_throughput_gb_per_second,0.871896407084,GB/s
speedup,ToolAgent,pNFS,1.5,1,,,,max_schedule_lag_seconds,0.0230769230769,s
speedup,ToolAgent,pNFS,1.5,1,,,,read_p99_latency_ms,3.43179487179,ms
speedup,ToolAgent,pNFS,1.5,1,,,,wall_throughput_gb_per_second,0.955514678919,GB/s
speedup,ToolAgent,pNFS,1.5,2,,,,max_schedule_lag_seconds,0.0225,s
speedup,ToolAgent,pNFS,1.5,2,,,,read_p99_latency_ms,3.346,ms
speedup,ToolAgent,pNFS,1.5,2,,,,wall_throughput_gb_per_second,0.980015055301,GB/s
speedup,ToolAgent,pNFS,1.5,3,,,,max_schedule_lag_seconds,0.0219512195122,s
speedup,ToolAgent,pNFS,1.5,3,,,,read_p99_latency_ms,3.2643902439,ms
speedup,ToolAgent,pNFS,1.5,3,,,,wall_throughput_gb_per_second,1.00451543168,GB/s
speedup,ToolAgent,pNFS,2,1,,,,max_schedule_lag_seconds,0.0548274770497,s
speedup,ToolAgent,pNFS,2,1,,,,read_p99_latency_ms,3.72836973726,ms
speedup,ToolAgent,pNFS,2,1,,,,wall_throughput_gb_per_second,1.1766211787,GB/s
speedup,ToolAgent,pNFS,2,2,,,,max_schedule_lag_seconds,0.0534567901235,s
speedup,ToolAgent,pNFS,2,2,,,,read_p99_latency_ms,3.63516049383,ms
speedup,ToolAgent,pNFS,2,2,,,,wall_throughput_gb_per_second,1.20679095251,GB/s
speedup,ToolAgent,pNFS,2,3,,,,max_schedule_lag_seconds,0.0521529659741,s
speedup,ToolAgent,pNFS,2,3,,,,read_p99_latency_ms,3.54649804276,ms
speedup,ToolAgent,pNFS,2,3,,,,wall_throughput_gb_per_second,1.23696072633,GB/s
speedup,ToolAgent,xfs,1,1,,,,max_schedule_lag_seconds,0.0153846153846,s
speedup,ToolAgent,xfs,1,1,,,,read_p99_latency_ms,3.95747342089,ms
speedup,ToolAgent,xfs,1,1,,,,wall_throughput_gb_per_second,0.642163019951,GB/s
speedup,ToolAgent,xfs,1,2,,,,max_schedule_lag_seconds,0.015,s
speedup,ToolAgent,xfs,1,2,,,,read_p99_latency_ms,3.85853658537,ms
speedup,ToolAgent,xfs,1,2,,,,wall_throughput_gb_per_second,0.658628738411,GB/s
speedup,ToolAgent,xfs,1,3,,,,max_schedule_lag_seconds,0.0146341463415,s
speedup,ToolAgent,xfs,1,3,,,,read_p99_latency_ms,3.76442593694,ms
speedup,ToolAgent,xfs,1,3,,,,wall_throughput_gb_per_second,0.675094456872,GB/s
speedup,ToolAgent,xfs,1.25,1,,,,max_schedule_lag_seconds,0.0192307692308,s
speedup,ToolAgent,xfs,1.25,1,,,,read_p99_latency_ms,4.0712945591,ms
